Student ID,First Name,Last Name,GPA,SAT Score,Extracurricular Activities,Recommendation Letters,Application Type,Deposit Paid,Application Fee,Interview Feedback,Admission Decision
020cec43-8d76-4c24-b7c1-32cb99b654b7,Michael,Alvarez,1.64,1008,9,3,Early Decision,0.0,35.0,4,Denied
c74b715e-3182-448f-a409-3397e5f70f4d,Darren,Wilkinson,3.36,1082,3,0,Regular Decision,0.0,35.0,1,Denied
2468e0ce-99d0-44c8-ac7f-dccc365b2bdb,Leah,Robinson,2.28,882,1,3,Early Decision,0.0,35.0,2,Denied
45531144-d2a6-4254-ad40-f1614d6477ea,Jacqueline,Mann,3.14,1350,8,2,Early Action,1200.0,0.0,9,Accepted
12b91f28-5edc-4936-8725-ec5743754e4f,Chad,Stevens,1.98,1084,8,3,Regular Decision,1200.0,35.0,10,Accepted
e578cfb3-ddc7-49fc-bbe0-6f94c58900a8,Jessica,Smith,2.84,1282,7,0,Early Decision,0.0,35.0,5,Denied
96191390-f567-452f-92ca-f512f3a51853,Daniel,Wise,1.25,1300,8,2,Early Decision,0.0,35.0,6,Denied
78fd8d76-5ab3-4e9e-9479-eae7dcda614e,Erin,Madden,0.38,796,3,0,Regular Decision,1200.0,35.0,10,Accepted
3fc9a1b2-27d8-4012-85eb-415778ba4e29,Jonathan,Rodriguez,0.83,1258,10,3,Early Action,0.0,0.0,4,Denied
1010ccd7-653d-4125-8467-2272de1545f7,Christopher,Peters,0.93,643,8,3,Early Decision,0.0,35.0,6,Denied
3e940935-b711-4bae-a6fa-eb2a1faba8ce,James,Mcconnell,0.73,1484,0,5,Early Decision,0.0,35.0,4,Denied
2dcfb2f0-c569-4657-b5e3-47fad7030a20,Victor,Harvey,3.66,1242,4,3,Regular Decision,0.0,35.0,2,Denied
3d9b0c55-6639-4be4-b106-d5df377b4efc,Nathan,Douglas,0.42,581,6,3,Regular Decision,0.0,35.0,3,Denied
3674ab58-498d-4523-8f87-b9a26609d5ad,Suzanne,Norton,2.78,1498,4,5,Early Decision,1200.0,35.0,10,Accepted
f9c19dee-9f2a-47f6-a1a6-53634abafc3b,Daniel,Willis,2.9,884,8,5,Regular Decision,0.0,35.0,5,Denied
dab235d6-662e-4c4d-82c1-fbda8ae5590d,Logan,Williams,3.63,988,6,0,Early Decision,1200.0,35.0,6,Accepted
ef1ad67f-0e94-4b5d-b668-2467b324ac5a,Maxwell,Nicholson,3.16,698,8,0,Early Decision,1200.0,35.0,5,Accepted
7725db21-6ebc-4f17-97b4-3dca6de33553,Sean,Thomas,2.33,1198,0,3,Regular Decision,0.0,35.0,1,Denied
1641fa49-e7dc-4c7f-8b9c-ac77f9d8209c,Leah,Martin,1.65,669,0,5,Regular Decision,0.0,35.0,5,Denied
20a6cfe6-3186-455f-95a1-dc365218c329,Janet,Buckley,3.88,1127,8,2,Early Decision,1200.0,35.0,5,Accepted
3678b187-add9-4fb9-8099-9bc1173a3968,Emily,Scott,2.14,782,2,2,Early Action,1200.0,0.0,9,Accepted
d22df086-53e7-4283-8315-7ae6a9e71939,David,Martinez,1.97,913,10,4,Early Action,0.0,0.0,4,Denied
1b802dfc-5e99-4211-9c2a-ec49ae01ab27,Steven,Goodman,1.58,546,10,3,Regular Decision,0.0,35.0,4,Denied
4d7dbe16-47b8-41ba-8475-3aca6d188db5,Nicolas,Wyatt,1.47,685,8,1,Early Action,0.0,0.0,7,Denied
34de26cd-5ae6-456e-a697-1c93e4df1a8b,Charlotte,Ramos,0.71,1466,3,2,Early Action,1200.0,0.0,10,Accepted
e8696187-2718-4ea3-8734-d678fd63c215,Melissa,Gardner,0.39,729,1,1,Early Action,0.0,0.0,4,Denied
8d5b73c6-a9e1-4bac-9805-4e7300bdf523,Jeffrey,Hanson,1.42,1182,10,5,Early Decision,0.0,35.0,1,Denied
b00bcb25-fe5b-4421-ba4d-543c01c46b7d,Seth,Mosley,2.67,1501,8,2,Regular Decision,0.0,35.0,8,Denied
d92f6ec3-108f-48c0-8219-a294caf75360,Angela,Stevens,3.21,908,9,4,Early Action,1200.0,0.0,9,Accepted
3cd53e2c-71d6-4351-9f9e-1a7e2abfe0c7,Andre,Wright,2.59,517,9,3,Early Action,0.0,0.0,1,Denied
c616f98c-d257-45ff-a776-576bd680425c,Andrew,Mckinney,1.53,1083,8,4,Early Decision,0.0,35.0,2,Denied
2a0e514d-fe50-4c47-89dc-baa43f072360,Amy,Ellis,3.48,857,7,3,Early Decision,1200.0,35.0,10,Accepted
d8d466e5-1262-49b4-89d5-6cbcd9e97c50,Daniel,Huffman,2.06,1253,0,3,Early Action,0.0,0.0,3,Denied
0b0fbe1e-8f99-4a5b-963b-a14467c6edea,Lauren,Baldwin,1.82,1366,3,5,Regular Decision,0.0,35.0,8,Denied
f89b54a5-3cde-4dfa-ab8c-67a17a286b96,Joseph,Wagner,3.83,1597,3,0,Regular Decision,1200.0,35.0,1,Accepted
30d7b24f-3396-4ae0-9241-8f009f26d9c3,Ian,Porter,1.67,1212,1,3,Regular Decision,0.0,35.0,4,Denied
affb3174-9836-4b47-862a-08efd1b1b40b,Tina,Jacobs,1.82,779,6,4,Early Action,0.0,0.0,3,Denied
e5792908-c914-4ecb-8a67-99b4da103ce4,Erik,Taylor,2.09,718,9,0,Regular Decision,1200.0,35.0,10,Accepted
99dba767-8e08-4ffe-9178-041d156f48e1,James,Hughes,1.77,809,5,0,Early Action,0.0,0.0,1,Denied
e7938517-8d69-44d8-91f4-3787660bbb70,Jennifer,Jennings,1.79,728,9,2,Regular Decision,1200.0,35.0,9,Accepted
0e79860b-ec25-47f8-8a81-adb7900e2e27,Karen,Ramirez,0.89,891,9,5,Regular Decision,0.0,35.0,8,Denied
4f7325fb-873a-4347-953e-982e21ae22a3,Douglas,Orozco,3.99,970,4,5,Regular Decision,0.0,35.0,1,Denied
f974ba3e-9fa7-4c7e-b09c-a3259e72d0bf,Kristi,Williams,3.5,1098,7,1,Regular Decision,0.0,35.0,7,Denied
eec27051-3d2f-49e7-81e7-3444f44e3f06,Martin,Davis,0.92,807,1,0,Early Action,0.0,0.0,10,Accepted
4f10a7ad-d9a8-4065-b04d-7d09cd3b9a6b,Jennifer,Schaefer,3.17,1193,8,3,Early Decision,1200.0,35.0,7,Accepted
fe144261-f080-448b-8e90-e622f7afb9be,Amy,Patel,2.94,930,3,5,Early Action,0.0,0.0,5,Denied
b85919fd-377b-4ae5-a2b9-bd498586c24e,Kelli,Butler,3.34,710,6,3,Regular Decision,1200.0,35.0,9,Accepted
9674d800-b0e0-472c-b9ab-8eb47692384b,Marissa,Cox,1.44,882,7,4,Early Action,0.0,0.0,3,Denied
26728064-707b-4f09-8a4e-2b34ce4eefaa,Cheryl,Ware,3.34,531,0,4,Regular Decision,0.0,35.0,3,Denied
c14cd88c-64ef-4040-b295-787d6e762fa4,Susan,Robinson,3.66,1316,0,4,Early Decision,1200.0,35.0,7,Accepted
92e3c32f-0a1b-4af2-b102-0401a0ca5766,Megan,Young,1.18,852,6,2,Regular Decision,0.0,35.0,5,Denied
0c3ad53e-8aab-4e64-87a6-cb52ae98891b,Brandon,Reeves,2.46,1189,3,3,Early Decision,0.0,35.0,2,Denied
c6881f54-7c90-45c8-9399-6b07ca930400,Alicia,Fuentes,2.96,984,2,0,Early Action,1200.0,0.0,10,Accepted
3bb3f59a-38fc-4c27-a3d8-bebf870b3ff6,Lisa,Stevenson,3.41,430,0,2,Early Action,0.0,0.0,7,Denied
bb608934-bc63-4ca7-97a3-a14431eadfd2,Thomas,Kennedy,3.35,711,10,2,Early Action,0.0,0.0,8,Denied
67b8ab9a-a544-48d3-ab7c-1babf05a1257,Donald,Wade,0.62,1484,5,0,Early Action,0.0,0.0,5,Denied
158094a0-fe29-4a53-9775-cbf10742ea34,Morgan,Williams,2.74,1518,4,3,Regular Decision,0.0,35.0,1,Denied
abdaf7cd-99e7-4fa5-928e-2a792d38150d,Nancy,Patterson,2.84,953,3,5,Regular Decision,0.0,35.0,4,Denied
f9fc70f6-d7f3-4ad1-b6b7-8778adf1d9cf,Tammy,Johnson,1.57,850,0,5,Early Action,1200.0,0.0,9,Accepted
a688d6ab-68b6-46a5-af70-e00320b854f9,Carolyn,Phillips,1.87,749,3,1,Regular Decision,0.0,35.0,2,Denied
2ae2e06c-dc3d-4881-b6e4-0219a9f18dd6,David,Morgan,2.49,1145,1,4,Early Action,0.0,0.0,8,Denied
1faed7d5-9133-42f2-9dbc-6d70a2f3884f,Kelly,Li,2.0,1363,7,2,Early Decision,0.0,35.0,4,Denied
880ab6b6-7d51-47c9-b439-3a0097658f6b,Michael,Stewart,0.31,508,5,5,Early Decision,0.0,35.0,6,Denied
ffe88161-b2d2-4c53-b70c-b95a51916ff3,Juan,Sullivan,2.78,1349,9,5,Early Action,0.0,0.0,1,Denied
73f4f819-52a8-4ad7-abfe-5d25b5d7d02b,Kelly,Miller,2.31,424,10,0,Regular Decision,0.0,35.0,2,Denied
1cde94aa-d81c-4c83-a66e-6ca082a60764,Joseph,Mcdonald,3.19,665,6,4,Early Action,0.0,0.0,8,Denied
3e553e29-0cac-4bd1-81c1-faf89a67e65a,Lonnie,Fleming,1.59,777,1,2,Regular Decision,0.0,35.0,3,Denied
c1581493-5abb-44bc-8283-cfc5af4e557c,Karen,Navarro,0.34,1382,5,5,Regular Decision,0.0,35.0,5,Denied
badadf0b-039f-4fe1-8fed-f98d45f8a6b7,April,Johnson,3.98,1522,10,4,Early Action,1200.0,0.0,6,Accepted
1f69942e-2013-4ccf-9d39-8cde78718498,Wayne,Key,1.9,1345,4,3,Regular Decision,0.0,35.0,8,Denied
a9d0c58b-3aa0-46ba-8b13-5dc12b6a3a4f,Martha,Adams,3.45,582,6,0,Early Decision,1200.0,35.0,8,Accepted
322df80d-c3f0-4676-a852-0c21b304bb06,Sarah,Montes,0.23,688,2,2,Early Decision,0.0,35.0,3,Denied
1c9e3feb-7cb9-4e88-839e-51e79214147c,Kelly,Huffman,2.14,1598,4,0,Early Action,1200.0,0.0,10,Accepted
77781364-7edc-4da8-9c79-331dd3d75df7,Mary,Tucker,3.36,1503,10,1,Regular Decision,0.0,35.0,7,Denied
be8b2563-ffbb-4f43-abc7-c401b27f13bc,Crystal,Smith,2.48,1410,8,0,Regular Decision,0.0,35.0,9,Accepted
48b27a75-6c34-4bb6-a949-c7ae09b59e97,Andrea,Howe,0.1,577,10,5,Early Action,0.0,0.0,4,Denied
c7043517-569e-41fa-a5f3-97dd914a5012,James,Rivera,0.78,945,9,4,Regular Decision,0.0,35.0,7,Denied
f73d93e2-03f5-41ed-86f4-cb3a08557b95,Douglas,Anderson,2.05,511,8,2,Early Action,0.0,0.0,9,Accepted
f17dfbbd-b0b3-48b1-be30-a48a377ed788,Michael,Hubbard,0.4,1445,10,3,Early Decision,0.0,35.0,2,Denied
eca9ef5e-9cf1-4b68-8ed6-7313bd1d323e,Tracie,Clark,2.02,1203,10,3,Early Action,0.0,0.0,2,Denied
836727a1-b022-45fd-ad5f-391bd2f2ac68,Michelle,Sellers,1.65,1117,5,5,Early Decision,0.0,35.0,6,Denied
2b05dc1b-566b-4c29-ac7f-2e726fd8b08d,Tracy,Vaughn,0.37,550,5,4,Regular Decision,1200.0,35.0,9,Accepted
93536cf8-b40b-40fe-8869-0f972b9c2f9b,Roberta,Stewart,0.77,745,1,4,Early Decision,0.0,35.0,4,Denied
9c25841f-b344-42fe-89a6-e3d3a2398d83,Joseph,Williams,1.54,675,9,1,Early Decision,0.0,35.0,5,Denied
b0ccb96d-c5a3-4e24-9237-7e28d9ac496f,Jason,Jenkins,3.53,1078,10,2,Regular Decision,0.0,35.0,6,Denied
4731b9d6-4957-455f-9f12-aaeb5ecc509d,Sarah,Stephens,,1551,8,2,Regular Decision,0.0,35.0,3,
a790613e-d126-4b07-bfe9-36711d4776dc,Amanda,Day,3.99,726,8,1,Early Decision,0.0,35.0,8,Accepted
b7e66a66-03e3-47e0-9451-e72786186836,Dylan,Hayes,3.34,1295,8,1,Early Decision,0.0,35.0,2,Accepted
396b5af8-a50d-4a0e-9b79-1bf679538efc,Andrew,Daniels,1.08,1460,9,2,Early Decision,0.0,35.0,8,Denied
0d1e0853-5ead-4847-830a-62552a4c888d,Amber,Deleon,3.67,1529,5,3,Regular Decision,1200.0,35.0,2,Accepted
411865f1-07a5-4fae-ba6a-86b5128ff841,Tammy,Martinez,1.26,1401,7,4,Early Decision,0.0,35.0,8,Denied
4a212f70-035c-43ec-8135-6aa34cd7ad48,Martha,Holmes,3.46,1329,9,5,Regular Decision,0.0,35.0,7,Denied
78b3eb87-1222-4641-bd9f-b730ac74b660,Robert,Bishop,0.44,1109,4,1,Early Decision,0.0,35.0,7,Denied
5fd53071-fd1f-4229-b80f-0f2738524f30,Sophia,Ayers,1.32,1541,4,1,Regular Decision,0.0,35.0,2,Denied
3f197431-8739-4611-bfbf-a122893f8c46,Rachel,Reed,0.21,820,9,2,Early Decision,0.0,35.0,6,Denied
1644f910-0c34-46c7-a95c-5d30ce42146a,Nathan,Hall,1.39,807,4,5,Early Decision,1200.0,35.0,10,Accepted
17c032cb-5c23-4e28-a603-c81eed4f76b4,Jennifer,Thompson,1.33,665,5,1,Regular Decision,1200.0,35.0,10,Accepted
260ad00c-3289-482b-8906-b07eef404199,Gregory,Hodges,1.39,1493,0,1,Regular Decision,1200.0,35.0,9,Accepted
50c5f4e3-1842-4cc1-84de-4571b1f64137,Karen,Ford,0.63,488,6,4,Regular Decision,0.0,35.0,8,Denied
04e57f62-4ef6-4d6d-87b9-e9e736f1a373,Russell,Roberson,2.33,677,10,3,Regular Decision,1200.0,35.0,10,Accepted
b1d8a2b3-04b5-4c53-a715-60c63f52a7e5,James,Green,3.84,1074,9,1,Regular Decision,0.0,35.0,1,Denied
57ea70ad-4a48-4c36-bd35-a415a7579428,Andrew,Ramirez,0.1,909,4,0,Regular Decision,0.0,35.0,8,Denied
4640f107-b706-43f2-9cb4-62fcad47ff16,Paul,Butler,2.09,745,7,3,Early Action,0.0,0.0,10,Accepted
79531c88-d437-4954-8ff0-80ee787b8ff7,Sara,Ford,0.99,899,10,1,Early Decision,0.0,35.0,9,Accepted
cc3aa799-9ca9-47ef-9fd8-ce8cd409148f,Elizabeth,Swanson,1.42,1338,4,3,Early Decision,0.0,35.0,4,Denied
ff373e84-379b-4fc2-9c0f-a1bf8801366b,Cory,Larsen,0.53,778,10,4,Regular Decision,0.0,35.0,1,Denied
c6184fc0-2e20-45d1-9ba8-5ac16f8c62d3,Lori,Ball,1.46,1204,7,4,Regular Decision,0.0,35.0,8,Denied
214688c7-2de3-4db0-9182-e189571946b3,George,Young,2.33,1383,8,0,Early Action,0.0,0.0,6,Denied
6e439b27-71e4-4bb6-8a80-d12d79952132,Michelle,Spencer,3.59,847,2,4,Early Action,0.0,0.0,6,Denied
83c9bda0-3b10-437c-84ed-1d811610493f,Eric,Zimmerman,0.94,437,7,3,Early Decision,0.0,35.0,2,Denied
9ca1f435-31de-46dd-8b78-b664a0697abb,Christopher,Mcclure,1.64,664,1,1,Regular Decision,0.0,35.0,4,Denied
85bac3b6-3dc7-4654-8627-b8b2e013fc89,Joseph,Tucker,2.23,1577,9,2,Early Decision,0.0,35.0,4,Denied
d59a5a79-b228-4dd8-a6bd-f0e56c25d01a,Kelly,Walker,3.08,489,1,3,Early Decision,1200.0,35.0,1,Accepted
b33f5455-0928-4599-87c7-4a9b8d15d94e,Alexander,Ryan,1.85,533,3,5,Early Decision,0.0,35.0,1,Denied
b936e935-9f9b-47a9-8032-1d10446592ff,Gavin,Daniel,3.46,579,9,0,Regular Decision,0.0,35.0,1,Denied
1a231b1a-1d0c-4975-8f45-12d7aae98ffb,Tiffany,Rodriguez,,699,0,2,Early Action,0.0,0.0,8,
bd632dd4-baa9-43f6-8a1c-81fded3d5cb4,Timothy,Lawson,0.86,1578,3,3,Early Decision,1200.0,35.0,9,Accepted
0d25d1db-de95-4774-a803-3eb6544c94cb,James,Wilson,1.44,811,8,2,Early Action,0.0,0.0,4,Denied
37bcb298-d344-45aa-877d-710cd853d93a,David,Brewer,3.93,957,8,3,Early Decision,1200.0,35.0,1,Accepted
bfebda43-c5ef-4d43-9f8a-67a9f4219a47,Timothy,Johnson,1.3,1239,0,5,Regular Decision,0.0,35.0,2,Denied
29ff9275-3248-4819-9f39-f511f24a1bf5,Heidi,Foster,1.67,1575,9,2,Early Action,0.0,0.0,6,Denied
b92f9e74-860b-4912-ac85-f28b0e45c837,Justin,Anderson,2.56,740,2,0,Early Action,0.0,0.0,3,Denied
e7ebd6b2-539e-4795-a79d-3a8ceb813e42,Tina,Brown,0.69,1599,1,2,Early Action,0.0,0.0,2,Denied
e1cd2a1b-18dd-4fd1-9a44-2fc3e93117f6,Bianca,Davis,1.42,585,2,0,Early Decision,0.0,35.0,7,Denied
bf7f63ca-89c8-4166-9dc0-a2bef1893fe7,Thomas,Montgomery,3.2,717,6,4,Regular Decision,1200.0,35.0,9,Accepted
aa20e8be-fcb6-4c25-9dc1-29dec415c515,John,Rodriguez,2.37,992,5,3,Early Decision,0.0,35.0,5,Denied
25acdb0d-11cb-483d-9c19-270dabb2698b,Charlene,Adams,1.25,729,0,4,Early Decision,0.0,35.0,6,Denied
e3b68277-7d47-4496-99a1-9a190d1363b1,Robin,French,1.56,1472,3,3,Regular Decision,0.0,35.0,8,Denied
7fc083e2-6638-4a0c-be8b-ab03e88677e8,Lisa,Howard,1.26,498,0,5,Regular Decision,0.0,35.0,2,Denied
2525d84b-f322-4eb8-81fb-02dca5bf83e9,Aaron,Jenkins,2.83,947,7,2,Early Action,0.0,0.0,2,Denied
bb7e3e5f-3d1a-44d4-beb0-86c84ee28cc9,Amber,Mejia,0.0,712,7,5,Regular Decision,1200.0,35.0,10,Accepted
425815de-d353-4109-9264-37f571f2b23b,Lawrence,Arnold,2.96,1023,3,4,Early Decision,0.0,35.0,4,Denied
b4d3d80e-4f93-491d-b1f5-e2d62ed4ba45,Jennifer,Smith,3.02,1195,7,4,Early Action,0.0,0.0,8,Denied
e6e93c1f-e998-402d-8060-e0a92c767e22,Rebecca,Turner,2.27,608,8,4,Early Action,0.0,0.0,7,Denied
d995b898-c7c5-45cc-9536-5bfc686b7830,Nicole,Morrow,3.12,881,10,4,Regular Decision,0.0,35.0,4,Denied
48869679-aacd-4451-bdd7-d9e243d101c3,Kimberly,Douglas,0.38,835,10,3,Early Decision,0.0,35.0,4,Denied
dcadf5c3-2104-4012-8f2d-8a021a48d6f5,Elizabeth,Marquez,2.1,1543,10,5,Regular Decision,1200.0,35.0,10,Accepted
aefa42ab-cc47-478e-aa23-41ed73de21ed,Robin,Reynolds,2.41,1355,4,4,Regular Decision,0.0,35.0,3,Denied
e6e61730-69cc-4c7d-a049-4ef7c78e42da,Jennifer,Miller,1.83,1399,0,0,Early Action,0.0,0.0,3,Denied
a6b9a2d3-8986-4154-9d6c-9f43a04b749d,Joe,Adkins,3.76,1600,0,0,Early Action,1200.0,0.0,7,Accepted
55577691-ad31-4c00-90d1-2f961145959f,Julie,Cole,3.23,1525,9,5,Early Decision,1200.0,35.0,10,Accepted
7de3e0e6-299d-40bf-83e1-2c960c774867,Amanda,Werner,0.5,1220,5,2,Early Action,0.0,0.0,6,Denied
6d30e433-1cc5-40fe-aa97-9473c4db10df,Amanda,Lambert,2.48,775,0,0,Early Action,1200.0,0.0,9,Accepted
9f9f4345-461e-4f84-86ad-509a51f36adf,Mary,Hoffman,0.12,805,2,5,Regular Decision,0.0,35.0,3,Denied
42a15517-9769-4200-87ae-f684de46fa05,Brenda,Jackson,3.92,479,1,2,Early Action,0.0,0.0,7,Denied
6c770966-07ef-4e94-bcca-931b1a5804ef,Victor,Ortega,1.83,851,8,0,Early Decision,0.0,35.0,7,Denied
109efa01-2231-4ca0-9f3f-5a8318dfe1cf,Paul,Brady,1.3,948,5,2,Regular Decision,0.0,35.0,3,Denied
cae0ebea-57ba-4df8-b299-add2ea47241d,Christopher,Gregory,2.37,1550,3,1,Early Action,0.0,0.0,6,Denied
3cec8615-1604-4f38-a1d7-47afa657a4fb,Shane,Davenport,1.39,1004,3,1,Early Action,0.0,0.0,10,Accepted
e6192700-2a44-4d08-8fe1-f98bd134587e,Thomas,Frank,1.74,1102,8,1,Early Action,0.0,0.0,6,Denied
602b24c9-a2e8-4c91-8108-8aed7db8b684,Daniel,Nelson,2.71,898,6,4,Early Decision,0.0,35.0,3,Denied
282ff4aa-ad25-4a95-b2ad-7008534904d8,Bailey,Lamb,0.09,540,10,2,Early Decision,0.0,35.0,6,Denied
3db899eb-23e3-4fdc-a615-8851fa030d3e,Kevin,Cook,0.01,1212,7,0,Early Action,0.0,0.0,4,Denied
efb9527a-0931-4924-a47c-b736b3f09e4f,Cameron,Jackson,0.3,1120,7,1,Early Action,1200.0,0.0,9,Accepted
03beee7a-76b9-4872-9bed-32bf81171604,Christy,Hughes,2.28,1475,2,1,Early Decision,1200.0,35.0,10,Accepted
4a073f44-db29-4ec1-9c9c-86e34825cbf6,Adrian,White,2.35,1500,4,1,Regular Decision,0.0,35.0,1,Denied
bad7fb79-181f-4728-9c7b-52756933d3cf,Jeremy,Hatfield,1.96,720,6,5,Early Action,0.0,0.0,1,Denied
c21cac71-53ff-4e8d-84b3-8ecaef39e606,Suzanne,Thomas,3.87,1458,2,3,Early Decision,1200.0,35.0,1,Accepted
e16d2fab-c5e7-4817-ba60-395e3574e11f,Calvin,Thomas,2.63,1296,10,1,Regular Decision,0.0,35.0,1,Denied
5fe95ae1-3919-4c95-8306-4dff6a363e21,April,Lee,2.05,1526,9,1,Early Action,1200.0,0.0,10,Accepted
15d20177-8d61-4d27-b7ae-c9d6ab02a850,Lee,Mccarty,1.78,541,8,0,Regular Decision,0.0,35.0,4,Denied
28d83b68-da6e-4011-bcc1-6891db62589e,Jack,Mueller,3.17,661,2,1,Regular Decision,1200.0,35.0,10,Accepted
8131abea-8f5a-4fb9-bdd1-c1b8c972192c,Dennis,Hernandez,1.85,891,10,3,Early Action,0.0,0.0,1,Denied
801fddba-5a9b-470c-b83b-90f33a0eba32,George,Blair,1.96,1196,3,5,Early Decision,0.0,35.0,5,Denied
b9b0f495-041b-44b5-980a-584d6914b559,Ronald,Crane,0.14,802,7,5,Early Decision,0.0,35.0,8,Denied
648b8bf9-ab73-4be7-b4bf-1768c1792326,Johnny,Adams,2.08,1202,8,1,Early Action,0.0,0.0,4,Denied
05f95ad4-d96b-44d4-b699-59b484777c3f,James,Vargas,2.4,591,2,1,Early Decision,0.0,35.0,2,Denied
27d05ee2-62ee-4613-8385-0dbc62de47b7,Jill,Terry,3.16,924,3,1,Regular Decision,0.0,35.0,4,Denied
f1d31c37-3598-4a52-b6ec-322206eaa905,Joshua,James,2.19,778,2,5,Early Decision,0.0,35.0,6,Denied
a28482b9-674b-4969-9123-ad6bdade7f7c,Brenda,Aguilar,1.25,1412,8,4,Early Action,0.0,0.0,4,Denied
50fe1f3a-ac6d-47db-a60b-6fb6fb6dce07,Alan,Abbott,3.66,912,9,3,Early Action,0.0,0.0,8,Denied
7d272e65-dc4c-44b0-8873-26ba7bc5192b,Dustin,Holland,0.17,1196,6,3,Early Decision,0.0,35.0,2,Denied
9a4e2572-97ef-433a-b165-f6286ba8b4ab,Meagan,Ellison,3.44,1107,8,4,Early Decision,1200.0,35.0,1,Accepted
311d27d7-2248-45c3-bdf2-a7ae01e338a7,Leslie,Campbell,3.21,827,10,2,Regular Decision,0.0,35.0,1,Denied
12848780-788f-4774-8d21-cd0cf1d334c7,Daniel,Warren,3.46,630,2,5,Early Decision,1200.0,35.0,4,Accepted
30e08a41-969e-4f74-bdbb-758311fd23e6,Gabrielle,Smith,3.63,1203,5,1,Regular Decision,0.0,35.0,7,Denied
f861867f-25cf-4247-a81a-497d6310d342,Amy,Lee,1.8,406,6,4,Early Decision,0.0,35.0,1,Denied
c83b6e0e-69c4-4eed-96ed-423f2ab39e5d,Patricia,Diaz,0.68,1216,6,1,Regular Decision,0.0,35.0,4,Denied
e2059109-8410-4253-8559-67030468cb8e,Wesley,Clark,3.94,1541,5,5,Regular Decision,1200.0,35.0,6,Accepted
6d6adc59-f0e0-4637-9bd3-192aa534d42a,Yvonne,Keller,2.94,779,0,3,Early Decision,0.0,35.0,1,Denied
675694f9-0a59-4adb-9072-80276ab1b37b,Matthew,Cox,3.74,1498,1,4,Early Decision,1200.0,35.0,8,Accepted
